call_id,sub_id,duration_sec
1937,295,3478
1938,856,691
1939,86,2048
1940,229,2159
1941,932,3302
1942,909,1400
1943,504,3151
1944,936,1370
1945,31,1415
1946,419,73
1947,243,377
1948,458,946
1949,433,2535
1950,471,397
1951,178,718
1952,174,1065
1953,497,3499
1954,853,2465
1955,213,1814
1956,943,1214
1957,372,2031
1958,978,3190
1959,233,2087
1960,551,895
1961,313,509
1962,647,1237
1963,163,2061
1964,408,1975
1965,612,3353
1966,990,2497
1967,782,2342
1968,716,2946
1969,141,293
1970,345,2419
1971,213,39
1972,494,539
1973,989,2738
1974,643,2081
1975,318,2780
1976,242,3134
1977,131,826
1978,835,2735
1979,387,1504
1980,744,57
1981,640,563
1982,998,317
1983,380,1377
1984,843,1091
1985,602,2836
1986,1,775
1987,601,3023
1988,534,652
1989,506,317
1990,526,2287
1991,719,2700
1992,269,1682
1993,407,677
1994,746,1937
1995,600,616
1996,658,2701
1997,490,1663
1998,295,116
1999,247,158
